StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,Q3,Q4,Q5_1,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_DO_1,Q8_DO_2,Q8_DO_3,Q8_DO_4,Q8_DO_5,Q8_DO_6,Q8_DO_7,Q8_DO_8,Q8_DO_9,Q8_DO_10,Q8_DO_11,Q8_DO_12,Q8_DO_13,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_DO_1,Q10_DO_2,Q10_DO_3,Q10_DO_4,Q10_DO_5,Q10_DO_6,Q10_DO_7,Q10_DO_8,Q10_DO_9,Q10_DO_10,Q10_DO_11,Q10_DO_12,Q10_DO_13,Q11,Q12_1_1,Q12_1_2,Q12_1_3,Q12_2_1,Q12_2_2,Q12_2_3,Q12_3_1,Q12_3_2,Q12_3_3,Q12_4_1,Q12_4_2,Q12_4_3,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_DO_1,Q17_DO_2,Q17_DO_3,Q17_DO_4,Q17_DO_5,Q17_DO_6,Q17_DO_7,Q17_DO_8,Q17_DO_9,Q17_DO_10,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_DO_1,Q23_DO_2,Q23_DO_3,Q23_DO_4,Q23_DO_5,Q23_DO_6,Q24_1,Q24_2,Q25_1,Q25_2,Q26_1,Q27_1,Q28_1,Q29_1,Q29_2,Q29_3,Q29_4,Q29_DO_1,Q29_DO_2,Q29_DO_3,Q29_DO_4,Q30_1,Q30_2,Q30_3,Q30_4,Q30_DO_1,Q30_DO_2,Q30_DO_3,Q30_DO_4,Q31_1,Q32_1,Q33_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_DO_1,Q34_DO_2,Q34_DO_3,Q34_DO_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_DO_1,Q35_DO_2,Q35_DO_3,Q35_DO_4,Q36_1,Q36_2,Q36_3,Q37_1,Q37_2,Q37_3,Q37_4,Q37_DO_1,Q37_DO_2,Q37_DO_3,Q37_DO_4,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q38_9,Q38_10,Q38_11,Q39_1,Q40_1,Q41,Q42_1,Q42_2,Q42_3,Q42_4,Q42_5,Q42_6,Q42_7,Q42_8,Q42_9,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q44_1,Q44_2,Q44_3,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46_1,Q47_1,Q48_1,Q48_2,Q48_3,Q48_4,Q50,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q53,Q54,Q54_8_TEXT,Q55,Q56_1,Q56_2,Q56_3,Q56_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q58,FL_23_DO_FTswithnothreat,FL_23_DO_FTswithStatusThreat,EizoNormBreaker_DO_Q16,EizoNormBreaker_DO_Q15,HeherHousing_DO_Q18,HeherHousing_DO_Q21,HeherHousing_DO_Q20,HeherHousing_DO_Q19,SexualAssaultExperiment_DO_Q23,SexualAssaultExperiment_DO_Q22,SexualAssaultScenarios_DO_Q25,SexualAssaultScenarios_DO_Q24,Hanora-Democrats_DO_Q28,Hanora-Democrats_DO_Q26,Hanora-Democrats_DO_Q27,Hanora-Dem-Followup_DO_Q30,Hanora-Dem-Followup_DO_Q29,HanoraExperiment_DO_Q33,HanoraExperiment_DO_Q32,HanoraExperiment_DO_Q31,Hanora-Rep-Followup_DO_Q35,Hanora-Rep-Followup_DO_Q34
11/1/2018 12:41,11/1/2018 13:15,100,2074,1,11/1/2018 13:15,R_1C8wTQp3CpEI1Wa,1,3,1,1,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,55,85,81,25,55,25,80,31,100,12,2,1,13,11,10,6,8,7,4,9,5,3,1,1,,,1,,,1,,,1,1,,1,2,2,2,1,1,2,2,,1,3,1,1,4,5,2,4,2,2,9,4,2,1,5,7,6,3,10,8,,,,67,,,,,,,,,,,,,6,9,8,9,8,6,2,4,1,3,6,5,,,1,1,,6,,,,,,,,,,2,3,3,2,1,3,4,2,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,7,7,1,3,2,4,,1,,1,1,1,1,,,1,,2,1,3,7,1,3,1,1,4,2,0,1,,,,,,,,,,,,,1,1,1,1,2,90,3.5,45,50,65,65,1,3,1,,,,,2,2,,4,2,2,3,3,,1,1,,,,1,,1,,1,,1,,,1,,1,,,,1,1,,,,,,
11/1/2018 12:44,11/1/2018 13:17,100,1985,1,11/1/2018 13:17,R_2WvPvExMMbWF579,1,5,1,3,21,4,2,0,0,50,15,72,78,92,11,50,50,22,50,81,8,6,3,7,9,12,13,10,1,5,11,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,4,2,2,2,2,1,2,,4,2,1,1,2,3,5,1,4,2,3,5,8,7,2,10,9,4,3,1,6,,,,65,,,,,,,,,,,,,7,1,8,10,10,4,2,6,1,4,3,5,1,1,,,50,,,3,3,3,3,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,6,7,3,2,4,1,1,,,,,,,,,,,2,5,2,5,2,4,3,4,1,3,,3,,,,,,,,,,,,,1,1,1,1,2,11,3.5,31,72,90,51,2,1,1,,,,,5,2,,2,5,5,4,3,,1,,,,,2,1,,1,,,1,,,1,,,1,,1,,,1,,,,,
11/1/2018 11:33,11/1/2018 13:28,100,6870,1,11/1/2018 13:28,R_1CHMBQRM11y9FTA,1,1,2,2,75,1,2,0,0,2,0,30,70,45,0,35,50,81,5,81,6,9,7,3,1,2,11,13,10,8,4,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,,,,1,1,1,1,,1,4,1,2,1,1,1,1,,2,3,2,4,1,5,5,5,5,2,2,6,10,7,2,9,3,8,4,1,5,,,95,,5,6,10,10,10,10,3,1,6,5,2,4,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,3,4,2,2,2,1,4,3,5,4,3,1,2,7,7,4,3,2,1,,1,,,,,,1,,,,3,4,1,9,1,3,5,0,2,2,0,1,,,,,,,,,,,,,1,1,1,1,1,85,3.4,0,50,9,87,4,,1,,,,,4,1,,1,2,3,3,4,,,,,1,,1,1,,1,,,,1,,,1,1,,,,,,,,1,,1,
11/1/2018 13:26,11/1/2018 13:36,100,627,1,11/1/2018 13:36,R_31mIPMf70OpK4Yh,1,3,2,3,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,11,33,36,55,51,66,55,38,40,22,84,73,13,6,1,3,7,8,10,9,4,11,2,12,5,3,1,1,,,,,,,,,,,2,2,2,2,2,1,2,2,,2,1,2,3,4,2,4,4,3,3,3,8,4,7,10,9,1,2,6,5,,67,,,0,8,4,10,10,6,5,6,3,2,1,4,,,,,,,,,,,,,2,2,,,76,,,,,,,,,,,1,4,4,1,2,3,4,1,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,6,5,4,3,1,2,,1,,,,1,,,,,,3,2,2,10,1,3,1,1,0,5,1,3,1,,,,,,,,1,18,62,28,1,1,1,1,1,61,3.4,80,78,94,97,1,1,1,,,,,4,4,,3,,,,,1,,,,,,2,,1,,1,,,,1,,1,,1,,1,,1,,,,,,
11/1/2018 12:25,11/1/2018 13:41,100,4517,1,11/1/2018 13:41,R_3lAjO3ad8h0kpvh,1,3,1,1,61,1,2,3,2,,51,46,46,90,51,55,89,49,48,90,11,5,10,3,9,8,2,4,7,1,13,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,4,2,2,2,2,2,2,4,,2,2,2,2,4,4,2,4,2,3,4,10,9,7,5,2,1,6,8,3,81,,,,,,,,,,,,,,,,5,9,9,9,9,9,1,6,2,5,4,3,,,2,2,,,8,,,,,,,,,4,4,4,4,1,4,3,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,5,6,3,4,1,2,,,,1,,1,1,,,,,1,4,2,8,3,5,6,1,3,3,0,3,,,,,,,,,,,,,1,1,1,1,1,100,4,20,70,72,51,2,1,1,,,,,5,3,,3,,,,,,1,1,,,,2,1,,,1,1,,,,1,,1,,1,,,1,,,,,,
11/1/2018 13:33,11/1/2018 13:47,100,821,1,11/1/2018 13:47,R_3L1ohWBgRVuwjNW,1,1,5,3,50,1,2,14,1,79,41,91,20,100,47,50,0,2,100,100,10,12,6,3,9,8,1,11,5,13,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,5,2,2,2,2,1,2,,2,1,1,2,1,2,5,1,4,1,3,3,7,9,4,8,5,10,6,1,2,,,,27,,,,,,,,,,,,,10,9,10,10,10,10,2,1,6,3,4,5,3,2,,,,0,,5,1,1,5,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,6,6,4,3,1,2,,1,,,,,,,,,,5,2,1,8,1,3,4,1,0,0,0,7,,,,,,,,,,,,,1,1,1,1,2,72,3.3,5,100,69,82,1,1,,,,1,,3,3,,1,1,1,1,1,,1,,,,,1,1,,1,,,1,,,1,,,1,,,1,,1,,,,,
11/1/2018 13:30,11/1/2018 13:50,100,1214,1,11/1/2018 13:50,R_1dzOgQgdSj2pqsQ,1,1,2,1,91,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,49,25,42,34,59,27,40,50,100,40,100,3,2,6,7,11,9,5,8,4,13,1,12,10,8,1,1,1,,,,,,,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,5,5,5,5,1,1,2,8,1,10,7,9,4,6,5,3,,,,100,8,10,9,10,10,10,1,5,2,6,3,4,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,50,,2,5,2,2,3,2,4,1,,,,,,,,,5,2,2,1,1,7,6,1,3,4,2,,,1,1,,,,1,1,1,,1,2,2,12,1,3,5,0,3,3,0,3,,,,,,,,,,,,,1,1,1,1,1,93,2.9,75,75,15,85,2,3,1,,,,,4,8,Progressive,2,5,6,1,1,,,1,,1,,2,,1,1,,,1,,,,1,1,,,,,,,,1,,,1
10/31/2018 14:56,11/1/2018 13:55,100,82729,1,11/1/2018 13:55,R_24eii8G6plgVVF4,1,2,1,1,38,1,2,15,25,82,40,88,75,88,47,80,78,40,80,100,5,11,4,1,10,7,9,6,3,2,13,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,,,,,,,2,1,2,2,2,1,2,2,,2,2,2,2,4,5,3,5,1,3,8,1,4,10,6,5,2,7,9,3,,,86,,3,6,6,7,8,6,1,4,2,3,6,5,,,,,,,,,,,,,,,2,2,65,,,3,3,3,3,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,4,4,5,1,4,3,2,,1,,1,,,,,,,1,4,1,4,6,2,3,6,1,1,3,,1,,,,,,,,,,,,,1,1,1,1,1,85,3.1,88,90,87,92,1,1,,,,,1,2,2,,1,,,,,1,,,,,,2,1,,,1,,,1,,,1,1,,,1,,,1,,,,,
11/1/2018 13:47,11/1/2018 13:59,100,713,1,11/1/2018 13:59,R_3GDi1Ct4sHal1Hs,1,3,4,3,40,1,2,,,,,85,85,80,,85,,,50,50,2,8,7,4,12,13,3,5,6,1,11,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,1,1,,,1,,1,,,4,2,2,1,2,1,2,,3,2,5,2,1,4,4,3,5,2,5,6,2,10,3,4,7,5,1,9,8,,,50,,,,,,,,,,,,,,7,10,9,10,10,10,6,1,4,3,2,5,3,3,,,,50,,,,,,,,,,3,3,3,3,1,4,3,2,,,,,,,,,,,,,,,,,,,,4,3,3,1,1,7,7,3,1,4,2,,1,,1,,,,,1,,1,1,7,2,7,4,12,9,10,6,12,,7,,,,,,,,,,,,,1,1,1,1,1,90,3.5,,,,0,1,1,,1,,,,2,4,,3,3,2,1,1,1,,,,1,,2,1,,1,,,,1,,1,,,1,,,1,1,,,,,,
11/1/2018 13:47,11/1/2018 14:03,100,960,1,11/1/2018 14:03,R_2y7Q4iei3J7u9QF,1,4,2,3,60,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,10,10,10,10,15,65,15,40,20,0,100,40,12,4,7,5,13,1,3,11,10,9,6,8,2,4,,1,1,,,1,,,1,,,1,5,1,2,2,2,1,1,3,,1,1,2,4,1,3,3,5,4,2,2,9,5,10,3,6,4,7,8,1,0,,,,6,6,3,9,8,8,6,5,1,4,3,2,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,60,,,2,3,2,1,1,4,2,3,,,,,,,,,5,4,4,1,4,1,1,3,2,4,1,1,,,,,,,,,,,4,4,2,7,2,5,3,2,1,1,,2,,,,,,,,,,,,,2,2,2,2,2,80,3.1,,,,,1,1,1,,,,,3,8,Neoliberal,2,,,,,,1,,,,,1,,1,,1,1,,,,,1,,1,,,,,,,,1,,1
11/1/2018 14:06,11/1/2018 14:19,100,749,1,11/1/2018 14:19,R_1ezT38KN3U0Flxi,1,2,3,1,71,1,2,0,1,50,6,52,90,79,41,62,57,72,28,93,12,11,10,5,13,2,1,3,6,8,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,4,2,2,2,1,2,1,,4,2,2,2,1,2,5,3,5,2,3,2,9,7,8,3,10,4,5,1,6,,,93,,6,6,7,10,10,10,2,1,6,5,4,3,,,,,,,,,,,,,,,1,1,,,38,3,4,3,3,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,1,6,6,2,1,4,3,1,,,1,,,,,,,,2,1,2,7,2,3,2,2,,2,,3,,,,,,,,,,,,,2,2,2,2,2,70,3.8,80,50,80,67,2,3,1,,,,,3,2,,2,3,4,2,2,1,,1,,,,2,1,,1,,,,1,,,1,1,,1,,,,1,,,,,
11/1/2018 13:58,11/1/2018 14:24,100,1522,1,11/1/2018 14:24,R_3iWmlPxQ1OWxqcx,1,2,5,3,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,50,50,11,72,59,86,50,66,50,22,59,72,5,10,3,1,6,9,12,7,2,4,13,8,11,8,,,,,,,1,,1,,,,2,2,2,2,2,1,2,2,,1,1,1,1,2,4,2,5,1,5,4,5,10,7,9,3,1,8,6,2,,100,,,,,,,,,,,,,,,3,10,9,10,9,8,1,3,2,4,6,5,,,2,1,,,,,,,,,,,,,,,,,,,,,,100,2,5,1,2,3,1,4,2,,,,,,,,,4,2,2,2,1,7,6,3,1,4,2,,1,,1,,,,,,,,2,1,3,7,2,3,2,3,2,3,,2,,,,,,,,,,,,,1,2,1,1,2,89,3.6,69,,76,,1,1,,,,1,,3,2,,4,3,2,1,2,,1,,,,,1,,1,,1,,,,1,1,,1,,,,,,,1,,,,1
11/1/2018 14:27,11/1/2018 14:28,100,36,1,11/1/2018 14:28,R_2bL5rpGCdJQXtol,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2018 14:17,11/1/2018 14:29,100,757,1,11/1/2018 14:29,R_29mghj1wFkyDKvM,1,5,1,1,22,5,2,2,50,20,50,50,19,73,19,2,50,2,100,100,8,6,2,13,7,1,3,5,12,9,4,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,1,1,,1,1,,1,1,,2,2,2,2,2,2,2,,1,2,1,2,3,3,4,4,5,1,4,6,1,7,3,4,2,5,10,9,8,,,,21,,,,,,,,,,,,,2,5,6,5,10,9,2,1,6,3,4,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,92,2,4,2,2,4,1,3,2,,,,,,,,,5,4,3,6,6,4,6,1,3,2,4,,,,1,,1,,,,1,1,4,1,3,6,3,4,8,2,2,3,0,1,,,,,,,,,,,,,1,1,1,1,2,21,3.7,4,10,82,83,1,1,1,,,,,4,4,,1,,,,,,1,,,,,2,1,,1,,,1,,,1,,,1,,,,,,1,,,,1
11/1/2018 14:23,11/1/2018 14:35,100,768,1,11/1/2018 14:36,R_1g5dcsTZPm3coCS,1,2,1,1,65,1,2,20,9,55,3,80,100,100,65,88,70,35,85,100,2,10,9,11,1,5,6,8,13,4,7,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,1,1,1,1,1,1,2,1,1,2,2,1,2,,3,1,2,2,4,5,4,4,4,2,4,5,1,8,3,6,7,9,4,2,10,,70,,,1,8,4,8,4,9,1,2,4,5,3,6,,,,,,,,,,,,,2,2,,,,,40,,,,,,,,,2,4,2,2,3,4,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,5,3,5,1,3,4,2,,,1,1,,1,,,,,1,1,1,2,8,2,4,3,0,3,2,1,1,1,,,,,,,,1,50,50,,1,1,1,1,2,85,3.4,95,95,95,96,1,1,1,,,,,4,3,,3,,,,,,,,,1,,2,1,,1,,,,,1,,1,,1,1,,,1,,,,,,
11/1/2018 14:16,11/1/2018 14:36,100,1158,1,11/1/2018 14:36,R_3fToMoex1Y7PkAj,1,3,4,3,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,75,70,100,2,60,70,40,,40,1,10,3,5,12,6,9,2,11,8,4,7,13,2,,1,,,,,,,,,,,2,2,2,2,2,1,1,1,,3,2,3,1,2,5,3,5,1,4,3,4,5,7,8,9,2,6,1,10,70,,,,,,,,,,,,,,,,1,10,5,7,10,10,6,1,2,3,5,4,,,1,1,,,,,,,,,,,,5,1,1,4,4,2,1,3,,,,,,,,,,,,,,,,,,,,4,3,1,4,4,6,5,4,1,3,2,,,,,,,,,,,,4,1,3,7,1,5,4,1,0,5,0,1,,,,,,,,,,,,,1,2,1,1,2,70,2.5,80,20,30,,2,1,1,,,1,,4,2,,4,1,1,1,1,,1,,,,,2,,1,,1,1,,,,1,,1,,,,1,1,,,,,,
11/1/2018 14:35,11/1/2018 14:58,100,1333,1,11/1/2018 14:58,R_yQ5PtEyLPbjKeiJ,1,3,2,2,50,1,2,2,6,77,9,80,48,87,21,63,59,36,6,68,6,1,10,11,2,12,8,7,5,4,13,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,1,,1,2,1,1,1,1,1,1,2,,4,5,2,1,4,2,1,2,2,2,1,2,4,3,8,7,9,6,5,10,60,,,,,,,,,,,,,,,,7,9,8,10,10,6,2,1,3,5,6,4,,,1,1,,,,4,2,2,5,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,5,6,2,1,3,4,,,,1,1,1,1,,,,,4,2,2,6,2,3,5,1,3,1,,,,,,,,,,,,,,,1,1,1,1,2,96,3.3,19,57,76,51,2,3,1,,,,,3,2,,3,6,5,3,7,,1,,1,,,2,1,,,1,1,,,,1,,1,,,1,,,1,,,,,
11/1/2018 14:59,11/1/2018 15:05,100,364,1,11/1/2018 15:05,R_1pDKAn5TFC2rc3p,1,5,3,3,60,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,11,7,33,27,8,74,31,0,24,19,23,27,9,8,1,4,13,5,11,3,6,2,12,7,10,5,,1,,,1,,,1,,,1,,4,2,2,2,2,2,2,,3,3,3,3,4,3,1,4,3,2,2,9,3,2,6,4,8,10,1,7,5,,,,52,7,1,8,3,10,4,1,6,5,4,3,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,54,,,4,2,5,3,3,1,4,2,,,,,,,,,2,2,3,4,5,3,3,4,2,3,1,1,1,,,,1,1,,,,1,4,7,1,7,2,4,5,4,0,2,0,0,,,,,,,,,,,,,2,2,2,2,2,63,3.9,100,100,100,100,1,1,1,,,,,4,6,,1,,,,,,1,,,,,2,,1,1,,,1,,,,1,,1,,,,,,,,1,,1
11/1/2018 15:15,11/1/2018 15:31,100,958,1,11/1/2018 15:32,R_3Q4pzV39F9S2BfX,1,4,2,2,71,1,2,0,0,,33,67,47,95,20,81,,95,10,62,4,1,11,6,12,5,10,8,3,2,13,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,1,,,4,2,2,2,2,1,2,,4,4,2,1,4,5,5,5,5,2,4,8,5,4,10,3,2,7,6,1,9,,,66,,0,8,4,8,9,9,1,4,2,6,5,3,,,,,,,,,,,,,1,1,,,,0,,4,1,1,2,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,6,5,3,2,1,4,,1,1,1,,,1,,,1,,3,1,1,8,3,4,3,1,1,2,1,1,,,,,,,,,,,100,,1,2,1,1,1,98,3.8,20,20,30,60,3,3,1,,,,,3,2,,2,1,2,3,2,,,1,,,,2,1,,1,,,,1,,,1,,1,,,1,,1,,,,,
11/1/2018 15:14,11/1/2018 15:32,100,1045,1,11/1/2018 15:32,R_1OUHhX5KoCu1ryo,1,5,2,3,40,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,50,50,50,51,100,50,,,51,100,83,10,4,13,5,1,8,9,12,7,3,2,6,11,4,,1,,,1,,,,,,,,3,2,2,2,2,1,2,2,,5,2,1,4,4,5,3,5,1,4,1,9,3,5,8,7,10,2,6,4,,,,61,,,,,,,,,,,,,0,2,2,2,2,,5,3,2,4,6,1,2,2,,,,,,,,,,,,,,,,,,,,,,,100,,2,4,3,2,2,1,3,4,,,,,,,,,4,3,3,6,2,6,5,2,3,1,4,,,,1,,,,,,,,4,2,4,8,4,4,3,3,,2,1,1,1,,,1,,,,,,5,,95,1,1,1,1,2,95,3.3,51,52,53,53,1,1,1,,,1,,4,4,,2,,,,,,1,,,,,1,,1,,1,,1,,,1,,,1,,,,,,,1,,,1
11/1/2018 15:12,11/1/2018 15:37,100,1487,1,11/1/2018 15:37,R_3O3pQQagN1SBCzz,1,4,2,3,55,1,2,10,0,,,,50,100,50,65,25,,85,85,7,13,8,11,9,5,6,12,3,4,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,,,1,,1,1,2,2,2,2,1,2,,4,2,1,1,4,5,4,3,4,1,2,9,6,2,4,1,5,7,10,8,3,,95,,,,,,,,,,,,,,,8,10,5,6,6,9,4,5,6,3,2,1,,,2,2,50,,,,,,,,,,,2,3,4,2,3,2,4,1,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,7,7,4,3,1,2,,1,,,,,1,,1,,,2,1,3,7,2,3,2,1,0,4,1,2,1,,1,,1,,1,,1,49,40,10,1,2,2,2,2,81,3.1,80,30,31,90,1,1,1,,,,,2,4,,4,4,4,3,4,,,1,,,,1,1,,1,,,,,1,1,,1,,,1,,1,,,,,,
11/1/2018 15:16,11/1/2018 15:37,100,1218,1,11/1/2018 15:37,R_ZejxhYunx86JDBn,1,2,3,2,70,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,50,10,60,70,70,50,40,30,70,30,100,12,1,10,11,2,5,3,8,9,7,13,6,4,3,1,1,1,,,,1,,1,1,1,1,3,1,2,1,1,1,2,,2,4,4,2,2,3,5,2,4,2,5,10,7,3,4,6,5,1,9,8,2,,85,,,7,10,10,10,10,9,1,6,2,5,3,4,,,,,,,,,,,,,,,1,1,,,9,,,,,,,,,4,4,1,4,4,2,1,3,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,7,7,4,3,1,2,,,,,,1,,1,1,1,,2,1,1,10,2,2,3,,1,2,0,2,,,,,,,,,,,,,1,1,1,1,2,80,3.2,58,67,65,73,2,1,1,,,,,4,1,,2,4,4,3,4,,,1,,1,,1,,1,1,,,,,1,,1,1,,1,,,1,,,,,,
10/30/2018 22:46,11/1/2018 15:44,100,147446,1,11/1/2018 15:44,R_1jvMzkdpfQEAStA,1,3,2,1,45,4,2,15,0,45,35,44,,90,,50,,20,50,100,5,7,6,12,4,13,1,9,10,11,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,,,1,,,2,2,2,2,2,1,2,2,,1,1,1,4,5,2,4,5,5,2,9,10,2,3,8,1,6,5,7,4,60,,,,7,6,5,10,10,10,3,5,1,2,6,4,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,1,4,1,1,2,4,3,1,4,4,2,1,3,6,5,1,3,4,2,,1,,1,,1,,,,,1,3,1,1,5,3,3,8,0,1,0,0,0,,,,,,,,,,,,,1,2,2,1,2,95,3.1,18,,75,100,2,3,1,,,,,4,4,,3,2,3,1,1,,,1,,,,2,1,,,1,1,,,,,1,1,,,,,,,1,,,1,
11/1/2018 11:39,11/1/2018 15:45,100,14755,1,11/1/2018 15:45,R_2YVtCpXqA1HwoVy,1,3,2,2,71,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,11,30,30,62,67,93,48,19,32,72,64,85,6,8,2,3,5,7,9,10,4,13,1,11,12,3,,,,,1,,,,,1,,1,2,2,2,2,2,1,2,3,,3,3,3,2,2,4,2,5,2,4,10,5,2,7,4,6,9,8,3,1,,,75,,2,10,10,9,9,8,5,1,2,3,4,6,,,,,,,,,,,,,,,2,2,,17,,4,3,1,2,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,6,6,4,1,2,3,1,1,,1,,1,1,,,1,1,3,7,1,7,1,4,3,2,2,3,0,3,,,,,,,,,,,,,1,1,2,1,2,71,3.3,82,84,73,74,2,1,1,,,,,4,3,,1,5,5,6,7,,,,,1,,2,,1,,1,,,1,,,1,1,,,,1,,1,,,,,
11/1/2018 15:29,11/1/2018 15:49,100,1215,1,11/1/2018 15:49,R_21b7s3g57rDcyjx,1,3,3,1,63,1,2,17,1,86,29,29,29,70,29,50,50,41,79,70,8,10,7,13,1,12,2,4,11,3,9,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,1,,,1,,,1,2,2,1,2,1,2,,4,1,1,2,5,3,5,1,5,4,2,3,4,1,7,10,8,5,9,6,2,20,,,,,,,,,,,,,,,,10,1,5,10,8,5,1,4,6,3,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,3,4,2,2,3,4,2,1,4,2,3,1,2,1,5,4,2,3,1,,,,1,1,,1,,1,1,,2,1,3,8,2,3,3,1,3,5,0,1,,,,,,,,,,,,,1,1,1,1,2,92,3.8,100,100,100,100,1,1,1,,,,,3,8,Christian; spectrum is stupid,4,2,4,3,4,1,,1,,1,,2,1,,1,,1,,,,1,,,1,,,,,,,1,,1,
